timestamp,ticker,open,high,low,close,volume,y_true,EMA,RSI,date,published_utc,description,sentiment_polygon
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 21:50:07+00:00,"Owens Corning (OC) closed the most recent trading day at $181.07, moving +1.6% from the previous trading session.",neutral
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 17:00:58+00:00,"Ratings for Mid-America Apartment (NYSE:MAA) were provided by 11 analysts in the past three months, showcasing a mix of bullish and bearish perspectives.
The table below provides a concise overview of recent ratings by analysts, offering insights into the changing sentiments over the past 30 days and drawing comparisons with the preceding months for a holistic perspective.




Bullish
Somewhat Bullish
Indifferent
Somewhat Bearish
Bearish




Total Ratings
2
1
7
0
1


Last 30D
0
0
1
0
0


1M Ago
0
1
3
0
1


2M Ago
1
0
1
0
0


3M Ago
1
0
2
0
0



Analysts have set 12-month price targets for Mid-America Apartment, revealing an average target of $141.41, a high estimate of $154.00, and a low estimate of $130.00. Marking an increase of 2.52%, the current average surpasses the previous average price target of $137.94. 

Understanding Analyst Ratings: A Comprehensive Breakdown
The standing of Mid-America Apartment among financial experts is revealed through an in-depth exploration of recent analyst actions. The summary below outlines key analysts, their recent evaluations, and adjustments to ratings and price targets.



Analyst
Analyst Firm
Action Taken
Rating
Current Price Target
Prior Price Target




James Feldman
Wells Fargo
Raises
Equal-Weight
$138.00
$129.00


Vikram Malhotra
Mizuho
Raises
Neutral
$130.00
$126.00


Adam Kramer
Morgan Stanley
Raises
Equal-Weight
$138.50
$129.50


Nicholas Yulico
Scotiabank
Raises
Sector Perform
$144.00
$139.00


Michael Goldsmith
UBS
Raises
Sell
$131.00
$126.00


Richard Anderson
Wedbush
Raises
Outperform
$154.00
$135.00


Richard Anderson
Wedbush
Maintains
Neutral
$135.00
-


Michael Lewis
Truist Securities
Lowers
Buy
$148.00
$152.00


Alexander Goldfarb
Piper Sandler
Maintains
Neutral
$140.00
-


Wesley Golladay
Baird
Lowers
Neutral
$145.00
$147.00


Michael Lewis
Truist Securities
Lowers
Buy
$152.00
$158.00



Key Insights:

Action Taken: Analysts respond to changes in market conditions and company performance, frequently updating their recommendations. Whether they 'Maintain', 'Raise' or 'Lower' their stance, it reflects their reaction ...Full story available on Benzinga.com",neutral
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 16:43:00+00:00,"Alphabet (GOOGL) unveils ""Minimized Custom Tabs"" for Google Chrome, boosting its Google Services segment.",positive
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 16:13:00+00:00,"VANCOUVER, British Columbia, May  31, 2024  (GLOBE NEWSWIRE) -- Metasphere Labs Inc. (formerly Looking Glass Labs Ltd., ""Metasphere"" or the ""Company"") (Cboe Canada: LABZ) (OTC: LABZF) (FRA: H1N), a pioneer in the development of tokenized assets and open metaverse environments, at the request of the Market Surveillance group of CIRO, announces that the Company is not aware of any corporate development, news or undisclosed material change that may be contributing to the level of trading activity of its shares on the Cboe Canada.",positive
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 15:31:47+00:00,Ingevity (NGVT) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,positive
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 15:31:46+00:00,Barrick Gold (GOLD) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,negative
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 15:31:44+00:00,Century (CENX) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,negative
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 15:31:33+00:00,ADP (ADP) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,positive
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 14:15:00+00:00,"Wabtec's (WAB) top line gains from strong performance in the Freight and Transit segments and a robust backlog, riding the tailwind of increased demand for distribution and services.",negative
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 13:40:10+00:00,The Zacks Style Scores offers investors a way to easily find top-rated stocks based on their investing style. Here's why you should take advantage.,positive
31-05-2024 04:00,NVDA,112.52,112.717,106.94,109.633,598461170,down,109.2072752,67.98618819,31-05-2024,2024-05-31 13:30:10+00:00,"The average brokerage recommendation (ABR) for Cipher Mining (CIFR) is equivalent to a Buy. The overly optimistic recommendations of Wall Street analysts make the effectiveness of this highly sought-after metric questionable. So, is it worth buying the stock?",positive
